ds,y
2011-10-07,8605.62
2011-10-11,8773.68
2011-10-12,8738.9
2011-10-13,8823.25
2011-10-14,8747.96
2011-10-17,8879.6
2011-10-18,8741.91
2011-10-19,8772.54
2011-10-20,8682.15
2011-10-21,8678.89
2011-10-24,8843.98
2011-10-25,8762.31
2011-10-26,8748.47
2011-10-27,8926.54
2011-10-28,9050.47
2011-10-31,8988.39
2011-11-01,8835.52
2011-11-02,8640.42
2011-11-04,8801.4
2011-11-07,8767.09
2011-11-08,8655.51
2011-11-09,8755.44
2011-11-10,8500.8
2011-11-11,8514.47
2011-11-14,8603.7
2011-11-15,8541.93
2011-11-16,8463.16
2011-11-17,8479.63
2011-11-18,8374.91
2011-11-21,8348.27
2011-11-22,8314.74
2011-11-24,8165.18
2011-11-25,8160.01
2011-11-28,8287.49
2011-11-29,8477.82
2011-11-30,8434.61
2011-12-01,8597.38
2011-12-02,8643.75
2011-12-05,8695.98
2011-12-06,8575.16
2011-12-07,8722.17
2011-12-08,8664.58
2011-12-09,8536.46
2011-12-12,8653.82
2011-12-13,8552.81
2011-12-14,8519.13
2011-12-15,8377.37
2011-12-16,8401.72
2011-12-19,8296.12
2011-12-20,8336.48
2011-12-21,8459.98
2011-12-22,8395.16
2011-12-26,8479.34
2011-12-27,8440.56
2011-12-28,8423.62
2011-12-29,8398.89
2011-12-30,8455.35
2012-01-04,8560.11
2012-01-05,8488.71
2012-01-06,8390.35
2012-01-10,8422.26
2012-01-11,8447.88
2012-01-12,8385.59
2012-01-13,8500.02
2012-01-16,8378.36
2012-01-17,8466.4
2012-01-18,8550.58
2012-01-19,8639.68
2012-01-20,8766.36
2012-01-23,8765.9
2012-01-24,8785.33
2012-01-25,8883.69
2012-01-26,8849.47
2012-01-27,8841.22
2012-01-30,8793.05
2012-01-31,8802.51
2012-02-01,8809.79
2012-02-02,8876.82
2012-02-03,8831.93
2012-02-06,8929.2
2012-02-07,8917.52
2012-02-08,9015.59
2012-02-09,9002.24
2012-02-10,8947.17
2012-02-13,8999.18
2012-02-14,9052.07
2012-02-15,9260.34
2012-02-16,9238.1
2012-02-17,9384.17
2012-02-20,9485.09
2012-02-21,9463.02
2012-02-22,9554
2012-02-23,9595.57
2012-02-24,9647.38
2012-02-27,9633.93
2012-02-28,9722.52
2012-02-29,9723.24
2012-03-01,9707.37
2012-03-02,9777.03
2012-03-05,9698.59
2012-03-06,9637.63
2012-03-07,9576.06
2012-03-08,9768.96
2012-03-09,9929.74
2012-03-12,9889.86
2012-03-13,9899.08
2012-03-14,10050.52
2012-03-15,10123.28
2012-03-16,10129.83
2012-03-19,10141.99
2012-03-21,10086.49
2012-03-22,10127.08
2012-03-23,10011.47
2012-03-26,10018.24
2012-03-27,10255.15
2012-03-28,10182.57
2012-03-29,10114.79
2012-03-30,10083.56
2012-04-02,10109.87
2012-04-03,10050.39
2012-04-04,9819.99
2012-04-05,9767.61
2012-04-06,9688.45
2012-04-09,9546.26
2012-04-10,9538.02
2012-04-11,9458.74
2012-04-12,9524.79
2012-04-13,9637.99
2012-04-16,9470.64
2012-04-17,9464.71
2012-04-18,9667.26
2012-04-19,9588.38
2012-04-20,9561.36
2012-04-23,9542.17
2012-04-24,9468.04
2012-04-25,9561.01
2012-04-26,9561.83
2012-04-27,9520.89
2012-05-01,9350.95
2012-05-02,9380.25
2012-05-07,9119.14
2012-05-08,9181.65
2012-05-09,9045.06
2012-05-10,9009.65
2012-05-11,8953.31
2012-05-14,8973.84
2012-05-15,8900.74
2012-05-16,8801.17
2012-05-17,8876.59
2012-05-18,8611.31
2012-05-21,8633.89
2012-05-22,8729.29
2012-05-23,8556.6
2012-05-24,8563.38
2012-05-25,8580.39
2012-05-28,8593.15
2012-05-29,8657.08
2012-05-30,8633.19
2012-05-31,8542.73
2012-06-01,8440.25
2012-06-04,8295.63
2012-06-05,8382
2012-06-06,8533.53
2012-06-07,8639.72
2012-06-08,8459.26
2012-06-11,8624.9
2012-06-12,8536.72
2012-06-13,8587.84
2012-06-14,8568.89
2012-06-15,8569.32
2012-06-18,8721.02
2012-06-19,8655.87
2012-06-20,8752.31
2012-06-21,8824.07
2012-06-22,8798.35
2012-06-25,8734.62
2012-06-26,8663.99
2012-06-27,8730.49
2012-06-28,8874.11
2012-06-29,9006.78
2012-07-02,9003.48
2012-07-03,9066.59
2012-07-04,9104.17
2012-07-05,9079.8
2012-07-06,9020.75
2012-07-09,8896.88
2012-07-10,8857.73
2012-07-11,8851
2012-07-12,8720.01
2012-07-13,8724.12
2012-07-17,8755
2012-07-18,8726.74
2012-07-19,8795.55
2012-07-20,8669.87
2012-07-23,8508.32
2012-07-24,8488.09
2012-07-25,8365.9
2012-07-26,8443.1
2012-07-27,8566.64
2012-07-30,8635.44
2012-07-31,8695.06
2012-08-01,8641.85
2012-08-02,8653.18
2012-08-03,8555.11
2012-08-06,8726.29
2012-08-07,8803.31
2012-08-08,8881.16
2012-08-09,8978.6
2012-08-10,8891.44
2012-08-13,8885.15
2012-08-14,8929.88
2012-08-15,8925.04
2012-08-16,9092.76
2012-08-17,9162.5
2012-08-20,9171.16
2012-08-21,9156.92
2012-08-22,9131.74
2012-08-23,9178.12
2012-08-24,9070.76
2012-08-27,9085.39
2012-08-28,9033.29
2012-08-29,9069.81
2012-08-30,8983.78
2012-08-31,8839.91
2012-09-03,8783.89
2012-09-04,8775.51
2012-09-05,8679.82
2012-09-06,8680.57
2012-09-07,8871.65
2012-09-10,8869.37
2012-09-11,8807.38
2012-09-12,8959.96
2012-09-13,8995.15
2012-09-14,9159.39
2012-09-18,9123.77
2012-09-19,9232.21
2012-09-20,9086.98
2012-09-21,9110
2012-09-24,9069.29
2012-09-25,9091.54
2012-09-26,8906.7
2012-09-27,8949.87
2012-09-28,8870.16
2012-10-01,8796.51
2012-10-02,8786.05
2012-10-03,8746.87
2012-10-04,8824.59
2012-10-05,8863.3
2012-10-09,8769.59
2012-10-10,8596.23
2012-10-11,8546.78
2012-10-12,8534.12
2012-10-15,8577.93
2012-10-16,8701.31
2012-10-17,8806.55
2012-10-18,8982.86
2012-10-19,9002.68
2012-10-22,9010.71
2012-10-23,9014.25
2012-10-24,8954.3
2012-10-25,9055.2
2012-10-26,8933.06
2012-10-29,8929.34
2012-10-30,8841.98
2012-10-31,8928.29
2012-11-01,8946.87
2012-11-02,9051.22
2012-11-05,9007.44
2012-11-06,8975.15
2012-11-07,8972.89
2012-11-08,8837.15
2012-11-09,8757.6
2012-11-12,8676.44
2012-11-13,8661.05
2012-11-14,8664.73
2012-11-15,8829.72
2012-11-16,9024.16
2012-11-19,9153.2
2012-11-20,9142.64
2012-11-21,9222.52
2012-11-22,9366.8
2012-11-26,9388.94
2012-11-27,9423.3
2012-11-28,9308.35
2012-11-29,9400.88
2012-11-30,9446.01
2012-12-03,9458.18
2012-12-04,9432.46
2012-12-05,9468.84
2012-12-06,9545.16
2012-12-07,9527.39
2012-12-10,9533.75
2012-12-11,9525.32
2012-12-12,9581.46
2012-12-13,9742.73
2012-12-14,9737.56
2012-12-17,9828.88
2012-12-18,9923.01
2012-12-19,10160.4
2012-12-20,10039.33
2012-12-21,9940.06
2012-12-25,10080.12
2012-12-26,10230.36
2012-12-27,10322.98
2012-12-28,10395.18
2013-01-04,10688.11
2013-01-07,10599.01
2013-01-08,10508.06
2013-01-09,10578.57
2013-01-10,10652.64
2013-01-11,10801.57
2013-01-15,10879.08
2013-01-16,10600.44
2013-01-17,10609.64
2013-01-18,10913.3
2013-01-21,10747.74
2013-01-22,10709.93
2013-01-23,10486.99
2013-01-24,10620.87
2013-01-25,10926.65
2013-01-28,10824.31
2013-01-29,10866.72
2013-01-30,11113.95
2013-01-31,11138.66
2013-02-01,11191.34
2013-02-04,11260.35
2013-02-05,11046.92
2013-02-06,11463.75
2013-02-07,11357.07
2013-02-08,11153.16
2013-02-12,11369.12
2013-02-13,11251.41
2013-02-14,11307.28
2013-02-15,11173.83
2013-02-18,11407.87
2013-02-19,11372.34
2013-02-20,11468.28
2013-02-21,11309.13
2013-02-22,11385.94
2013-02-25,11662.52
2013-02-26,11398.81
2013-02-27,11253.97
2013-02-28,11559.36
2013-03-01,11606.38
2013-03-04,11652.29
2013-03-05,11683.45
2013-03-06,11932.27
2013-03-07,11968.08
2013-03-08,12283.62
2013-03-11,12349.05
2013-03-12,12314.81
2013-03-13,12239.66
2013-03-14,12381.19
2013-03-15,12560.95
2013-03-18,12220.63
2013-03-19,12468.23
2013-03-21,12635.69
2013-03-22,12338.53
2013-03-25,12546.46
2013-03-26,12471.62
2013-03-27,12493.79
2013-03-28,12335.96
2013-03-29,12397.91
2013-04-01,12135.02
2013-04-02,12003.43
2013-04-03,12362.2
2013-04-04,12634.54
2013-04-05,12833.64
2013-04-08,13192.59
2013-04-09,13192.35
2013-04-10,13288.13
2013-04-11,13549.16
2013-04-12,13485.14
2013-04-15,13275.66
2013-04-16,13221.44
2013-04-17,13382.89
2013-04-18,13220.07
2013-04-19,13316.48
2013-04-22,13568.37
2013-04-23,13529.65
2013-04-24,13843.46
2013-04-25,13926.08
2013-04-26,13884.13
2013-04-30,13860.86
2013-05-01,13799.35
2013-05-02,13694.04
2013-05-07,14180.24
2013-05-08,14285.69
2013-05-09,14191.48
2013-05-10,14607.54
2013-05-13,14782.21
2013-05-14,14758.42
2013-05-15,15096.03
2013-05-16,15037.24
2013-05-17,15138.12
2013-05-20,15360.81
2013-05-21,15381.02
2013-05-22,15627.26
2013-05-23,14483.98
2013-05-24,14612.45
2013-05-27,14142.65
2013-05-28,14311.98
2013-05-29,14326.46
2013-05-30,13589.03
2013-05-31,13774.54
2013-06-03,13261.82
2013-06-04,13533.76
2013-06-05,13014.87
2013-06-06,12904.02
2013-06-07,12877.53
2013-06-10,13514.2
2013-06-11,13317.62
2013-06-12,13289.32
2013-06-13,12445.38
2013-06-14,12686.52
2013-06-17,13033.12
2013-06-18,13007.28
2013-06-19,13245.22
2013-06-20,13014.58
2013-06-21,13230.13
2013-06-24,13062.78
2013-06-25,12969.34
2013-06-26,12834.01
2013-06-27,13213.55
2013-06-28,13677.32
2013-07-01,13852.5
2013-07-02,14098.74
2013-07-03,14055.56
2013-07-04,14018.93
2013-07-05,14309.97
2013-07-08,14109.34
2013-07-09,14472.9
2013-07-10,14416.6
2013-07-11,14472.58
2013-07-12,14506.25
2013-07-16,14599.12
2013-07-17,14615.04
2013-07-18,14808.5
2013-07-19,14589.91
2013-07-22,14658.04
2013-07-23,14778.51
2013-07-24,14731.28
2013-07-25,14562.93
2013-07-26,14129.98
2013-07-29,13661.13
2013-07-30,13869.82
2013-07-31,13668.32
2013-08-01,14005.77
2013-08-02,14466.16
2013-08-05,14258.04
2013-08-06,14401.06
2013-08-07,13824.94
2013-08-08,13605.56
2013-08-09,13615.19
2013-08-12,13519.43
2013-08-13,13867
2013-08-14,14050.16
2013-08-15,13752.94
2013-08-16,13650.11
2013-08-19,13758.13
2013-08-20,13396.38
2013-08-21,13424.33
2013-08-22,13365.17
2013-08-23,13660.55
2013-08-26,13636.28
2013-08-27,13542.37
2013-08-28,13338.46
2013-08-29,13459.71
2013-08-30,13388.86
2013-09-02,13572.92
2013-09-03,13978.44
2013-09-04,14053.87
2013-09-05,14064.82
2013-09-06,13860.81
2013-09-09,14205.23
2013-09-10,14423.36
2013-09-11,14425.07
2013-09-12,14387.27
2013-09-13,14404.67
2013-09-17,14311.67
2013-09-18,14505.36
2013-09-19,14766.18
2013-09-20,14742.42
2013-09-24,14732.61
2013-09-25,14620.53
2013-09-26,14799.12
2013-09-27,14760.07
2013-09-30,14455.8
2013-10-01,14484.72
2013-10-02,14170.49
2013-10-03,14157.25
2013-10-04,14024.31
2013-10-07,13853.32
2013-10-08,13894.61
2013-10-09,14037.84
2013-10-10,14194.71
2013-10-11,14404.74
2013-10-15,14441.54
2013-10-16,14467.14
2013-10-17,14586.51
2013-10-18,14561.54
2013-10-21,14693.57
2013-10-22,14713.25
2013-10-23,14426.05
2013-10-24,14486.41
2013-10-25,14088.19
2013-10-28,14396.04
2013-10-29,14325.98
2013-10-30,14502.35
2013-10-31,14327.94
2013-11-01,14201.57
2013-11-05,14225.37
2013-11-06,14337.31
2013-11-07,14228.44
2013-11-08,14086.8
2013-11-11,14269.84
2013-11-12,14588.68
2013-11-13,14567.16
2013-11-14,14876.41
2013-11-15,15165.92
2013-11-18,15164.3
2013-11-19,15126.56
2013-11-20,15076.08
2013-11-21,15365.6
2013-11-22,15381.72
2013-11-25,15619.13
2013-11-26,15515.24
2013-11-27,15449.63
2013-11-28,15727.12
2013-11-29,15661.87
2013-12-02,15655.07
2013-12-03,15749.66
2013-12-04,15407.94
2013-12-05,15177.49
2013-12-06,15299.86
2013-12-09,15650.21
2013-12-10,15611.31
2013-12-11,15515.06
2013-12-12,15341.82
2013-12-13,15403.11
2013-12-16,15152.91
2013-12-17,15278.63
2013-12-18,15587.8
2013-12-19,15859.22
2013-12-20,15870.42
2013-12-24,15889.33
2013-12-25,16009.99
2013-12-26,16174.44
2013-12-27,16178.94
2013-12-30,16291.31
2014-01-06,15908.88
2014-01-07,15814.37
2014-01-08,16121.45
2014-01-09,15880.33
2014-01-10,15912.06
2014-01-14,15422.4
2014-01-15,15808.73
2014-01-16,15747.2
2014-01-17,15734.46
2014-01-20,15641.68
2014-01-21,15795.96
2014-01-22,15820.96
2014-01-23,15695.89
2014-01-24,15391.56
2014-01-27,15005.73
2014-01-28,14980.16
2014-01-29,15383.91
2014-01-30,15007.06
2014-01-31,14914.53
2014-02-03,14619.13
2014-02-04,14008.47
2014-02-05,14180.38
2014-02-06,14155.12
2014-02-07,14462.41
2014-02-10,14718.34
2014-02-12,14800.06
2014-02-13,14534.74
2014-02-14,14313.03
2014-02-17,14393.11
2014-02-18,14843.24
2014-02-19,14766.53
2014-02-20,14449.18
2014-02-21,14865.67
2014-02-24,14837.68
2014-02-25,15051.6
2014-02-26,14970.97
2014-02-27,14923.11
2014-02-28,14841.07
2014-03-03,14652.23
2014-03-04,14721.48
2014-03-05,14897.63
2014-03-06,15134.75
2014-03-07,15274.07
2014-03-10,15120.14
2014-03-11,15224.11
2014-03-12,14830.39
2014-03-13,14815.98
2014-03-14,14327.66
2014-03-17,14277.67
2014-03-18,14411.27
2014-03-19,14462.52
2014-03-20,14224.23
2014-03-24,14475.3
2014-03-25,14423.19
2014-03-26,14477.16
2014-03-27,14622.89
2014-03-28,14696.03
2014-03-31,14827.83
2014-04-01,14791.99
2014-04-02,14946.32
2014-04-03,15071.88
2014-04-04,15063.77
2014-04-07,14808.85
2014-04-08,14606.88
2014-04-09,14299.69
2014-04-10,14300.12
2014-04-11,13960.05
2014-04-14,13910.16
2014-04-15,13996.81
2014-04-16,14417.68
2014-04-17,14417.53
2014-04-18,14516.27
2014-04-21,14512.38
2014-04-22,14388.77
2014-04-23,14546.27
2014-04-24,14404.99
2014-04-25,14429.26
2014-04-28,14288.23
2014-04-30,14304.11
2014-05-01,14485.13
2014-05-02,14457.51
2014-05-07,14033.45
2014-05-08,14163.78
2014-05-09,14199.59
2014-05-12,14149.52
2014-05-13,14425.44
2014-05-14,14405.76
2014-05-15,14298.21
2014-05-16,14096.59
2014-05-19,14006.44
2014-05-20,14075.25
2014-05-21,14042.17
2014-05-22,14337.79
2014-05-23,14462.17
2014-05-26,14602.52
2014-05-27,14636.52
2014-05-28,14670.95
2014-05-29,14681.72
2014-05-30,14632.38
2014-06-02,14935.92
2014-06-03,15034.25
2014-06-04,15067.96
2014-06-05,15079.37
2014-06-06,15077.24
2014-06-09,15124
2014-06-10,14994.8
2014-06-11,15069.48
2014-06-12,14973.53
2014-06-13,15097.84
2014-06-16,14933.29
2014-06-17,14975.97
2014-06-18,15115.8
2014-06-19,15361.16
2014-06-20,15349.42
2014-06-23,15369.28
2014-06-24,15376.24
2014-06-25,15266.61
2014-06-26,15308.49
2014-06-27,15095
2014-06-30,15162.1
2014-07-01,15326.2
2014-07-02,15369.97
2014-07-03,15348.29
2014-07-04,15437.13
2014-07-07,15379.44
2014-07-08,15314.41
2014-07-09,15302.65
2014-07-10,15216.47
2014-07-11,15164.04
2014-07-14,15296.82
2014-07-15,15395.16
2014-07-16,15379.3
2014-07-17,15370.26
2014-07-18,15215.71
2014-07-22,15343.28
2014-07-23,15328.56
2014-07-24,15284.42
2014-07-25,15457.87
2014-07-28,15529.4
2014-07-29,15618.07
2014-07-30,15646.23
2014-07-31,15620.77
2014-08-01,15523.11
2014-08-04,15474.5
2014-08-05,15320.31
2014-08-06,15159.79
2014-08-07,15232.37
2014-08-08,14778.37
2014-08-11,15130.52
2014-08-12,15161.31
2014-08-13,15213.63
2014-08-14,15314.57
2014-08-15,15318.34
2014-08-18,15322.6
2014-08-19,15449.79
2014-08-20,15454.45
2014-08-21,15586.2
2014-08-22,15539.19
2014-08-25,15613.25
2014-08-26,15521.22
2014-08-27,15534.82
2014-08-28,15459.86
2014-08-29,15424.59
2014-09-01,15476.6
2014-09-02,15668.6
2014-09-03,15728.35
2014-09-04,15676.18
2014-09-05,15668.68
2014-09-08,15705.11
2014-09-09,15749.15
2014-09-10,15788.78
2014-09-11,15909.2
2014-09-12,15948.29
2014-09-16,15911.53
2014-09-17,15888.67
2014-09-18,16067.57
2014-09-19,16321.17
2014-09-22,16205.9
2014-09-24,16167.45
2014-09-25,16374.14
2014-09-26,16229.86
2014-09-29,16310.64
2014-09-30,16173.52
2014-10-01,16082.25
2014-10-02,15661.99
2014-10-03,15708.65
2014-10-06,15890.95
2014-10-07,15783.83
2014-10-08,15595.98
2014-10-09,15478.93
2014-10-10,15300.55
2014-10-14,14936.51
2014-10-15,15073.52
2014-10-16,14738.38
2014-10-17,14532.51
2014-10-20,15111.23
2014-10-21,14804.28
2014-10-22,15195.77
2014-10-23,15138.96
2014-10-24,15291.64
2014-10-27,15388.72
2014-10-28,15329.91
2014-10-29,15553.91
2014-10-30,15658.2
2014-10-31,16413.76
2014-11-04,16862.47
2014-11-05,16937.32
2014-11-06,16792.48
2014-11-07,16880.38
2014-11-10,16780.53
2014-11-11,17124.11
2014-11-12,17197.05
2014-11-13,17392.79
2014-11-14,17490.83
2014-11-17,16973.8
2014-11-18,17344.06
2014-11-19,17288.75
2014-11-20,17300.86
2014-11-21,17357.51
2014-11-25,17407.62
2014-11-26,17383.58
2014-11-27,17248.5
2014-11-28,17459.85
2014-12-01,17590.1
2014-12-02,17663.22
2014-12-03,17720.43
2014-12-04,17887.21
2014-12-05,17920.45
2014-12-08,17935.64
2014-12-09,17813.38
2014-12-10,17412.58
2014-12-11,17257.4
2014-12-12,17371.58
2014-12-15,17099.4
2014-12-16,16755.32
2014-12-17,16819.73
2014-12-18,17210.05
2014-12-19,17621.4
2014-12-22,17635.14
2014-12-24,17854.23
2014-12-25,17808.75
2014-12-26,17818.96
2014-12-29,17729.84
2014-12-30,17450.77
2015-01-05,17408.71
2015-01-06,16883.19
2015-01-07,16885.33
2015-01-08,17167.1
2015-01-09,17197.73
2015-01-13,17087.71
2015-01-14,16795.96
2015-01-15,17108.7
2015-01-16,16864.16
2015-01-19,17014.29
2015-01-20,17366.3
2015-01-21,17280.48
2015-01-22,17329.02
2015-01-23,17511.75
2015-01-26,17468.52
2015-01-27,17768.3
2015-01-28,17795.73
2015-01-29,17606.22
2015-01-30,17674.39
2015-02-02,17558.04
2015-02-03,17335.85
2015-02-04,17678.74
2015-02-05,17504.62
2015-02-06,17648.5
2015-02-09,17711.93
2015-02-10,17652.68
2015-02-12,17979.72
2015-02-13,17913.36
2015-02-16,18004.77
2015-02-17,17987.09
2015-02-18,18199.17
2015-02-19,18264.79
2015-02-20,18332.3
2015-02-23,18466.92
2015-02-24,18603.48
2015-02-25,18585.2
2015-02-26,18785.79
2015-02-27,18797.94
2015-03-02,18826.88
2015-03-03,18815.16
2015-03-04,18703.6
2015-03-05,18751.84
2015-03-06,18971
2015-03-09,18790.55
2015-03-10,18665.11
2015-03-11,18723.52
2015-03-12,18991.11
2015-03-13,19254.25
2015-03-16,19246.06
2015-03-17,19437
2015-03-18,19544.48
2015-03-19,19476.56
2015-03-20,19560.22
2015-03-23,19754.36
2015-03-24,19713.45
2015-03-25,19746.2
2015-03-26,19471.12
2015-03-27,19285.63
2015-03-30,19411.4
2015-03-31,19206.99
2015-04-01,19034.84
2015-04-02,19312.79
2015-04-03,19435.08
2015-04-06,19397.98
2015-04-07,19640.54
2015-04-08,19789.81
2015-04-09,19937.72
2015-04-10,19907.63
2015-04-13,19905.46
2015-04-14,19908.68
2015-04-15,19869.76
2015-04-16,19885.77
2015-04-17,19652.88
2015-04-20,19634.49
2015-04-21,19909.09
2015-04-22,20133.9
2015-04-23,20187.65
2015-04-24,20020.04
2015-04-27,19983.32
2015-04-28,20058.95
2015-04-30,19520.01
2015-05-01,19531.63
2015-05-07,19291.99
2015-05-08,19379.19
2015-05-11,19620.91
2015-05-12,19624.84
2015-05-13,19764.72
2015-05-14,19570.24
2015-05-15,19732.92
2015-05-18,19890.27
2015-05-19,20026.38
2015-05-20,20196.56
2015-05-21,20202.87
2015-05-22,20264.41
2015-05-25,20413.77
2015-05-26,20437.48
2015-05-27,20472.58
2015-05-28,20551.46
2015-05-29,20563.15
2015-06-01,20569.87
2015-06-02,20543.19
2015-06-03,20473.51
2015-06-04,20488.19
2015-06-05,20460.9
2015-06-08,20457.19
2015-06-09,20096.3
2015-06-10,20046.36
2015-06-11,20382.97
2015-06-12,20407.08
2015-06-15,20387.79
2015-06-16,20257.94
2015-06-17,20219.27
2015-06-18,19990.82
2015-06-19,20174.24
2015-06-22,20428.19
2015-06-23,20809.42
2015-06-24,20868.03
2015-06-25,20771.4
2015-06-26,20706.15
2015-06-29,20109.95
2015-06-30,20235.73
2015-07-01,20329.32
2015-07-02,20522.5
2015-07-03,20539.79
2015-07-06,20112.12
2015-07-07,20376.59
2015-07-08,19737.64
2015-07-09,19855.5
2015-07-10,19779.83
2015-07-13,20089.77
2015-07-14,20385.33
2015-07-15,20463.33
2015-07-16,20600.12
2015-07-17,20650.92
2015-07-21,20841.97
2015-07-22,20593.67
2015-07-23,20683.95
2015-07-24,20544.53
2015-07-27,20350.1
2015-07-28,20328.89
2015-07-29,20302.91
2015-07-30,20522.83
2015-07-31,20585.24
2015-08-03,20548.11
2015-08-04,20520.36
2015-08-05,20614.06
2015-08-06,20664.44
2015-08-07,20724.56
2015-08-10,20808.69
2015-08-11,20720.75
2015-08-12,20392.77
2015-08-13,20595.55
2015-08-14,20519.45
2015-08-17,20620.26
2015-08-18,20554.47
2015-08-19,20222.63
2015-08-20,20033.52
2015-08-21,19435.83
2015-08-24,18540.68
2015-08-25,17806.7
2015-08-26,18376.83
2015-08-27,18574.44
2015-08-28,19136.32
2015-08-31,18890.48
2015-09-01,18165.69
2015-09-02,18095.4
2015-09-03,18182.39
2015-09-04,17792.16
2015-09-07,17860.47
2015-09-08,17427.08
2015-09-09,18770.51
2015-09-10,18299.62
2015-09-11,18264.22
2015-09-14,17965.7
2015-09-15,18026.48
2015-09-16,18171.6
2015-09-17,18432.27
2015-09-18,18070.21
2015-09-24,17571.83
2015-09-25,17880.51
2015-09-28,17645.11
2015-09-29,16930.84
2015-09-30,17388.15
2015-10-01,17722.42
2015-10-02,17725.13
2015-10-05,18005.49
2015-10-06,18186.1
2015-10-07,18322.98
2015-10-08,18141.17
2015-10-09,18438.67
2015-10-13,18234.74
2015-10-14,17891
2015-10-15,18096.9
2015-10-16,18291.8
2015-10-19,18131.23
2015-10-20,18207.15
2015-10-21,18554.28
2015-10-22,18435.87
2015-10-23,18825.3
2015-10-26,18947.12
2015-10-27,18777.04
2015-10-28,18903.02
2015-10-29,18935.71
2015-10-30,19083.1
2015-11-02,18683.24
2015-11-04,18926.91
2015-11-05,19116.41
2015-11-06,19265.6
2015-11-09,19642.74
2015-11-10,19671.26
2015-11-11,19691.39
2015-11-12,19697.77
2015-11-13,19596.91
2015-11-16,19393.69
2015-11-17,19630.63
2015-11-18,19649.18
2015-11-19,19859.81
2015-11-20,19879.81
2015-11-24,19924.89
2015-11-25,19847.58
2015-11-26,19944.41
2015-11-27,19883.94
2015-11-30,19747.47
2015-12-01,20012.4
2015-12-02,19938.13
2015-12-03,19939.9
2015-12-04,19504.48
2015-12-07,19698.15
2015-12-08,19492.6
2015-12-09,19301.07
2015-12-10,19046.55
2015-12-11,19230.48
2015-12-14,18883.42
2015-12-15,18565.9
2015-12-16,19049.91
2015-12-17,19353.56
2015-12-18,18986.8
2015-12-21,18916.02
2015-12-22,18886.7
2015-12-24,18789.69
2015-12-25,18769.06
2015-12-28,18873.35
2015-12-29,18982.23
2015-12-30,19033.71
2016-01-04,18450.98
2016-01-05,18374
2016-01-06,18191.32
2016-01-07,17767.34
2016-01-08,17697.96
2016-01-12,17218.96
2016-01-13,17715.63
2016-01-14,17240.95
2016-01-15,17147.11
2016-01-18,16955.57
2016-01-19,17048.37
2016-01-20,16416.19
2016-01-21,16017.26
2016-01-22,16958.53
2016-01-25,17110.91
2016-01-26,16708.9
2016-01-27,17163.92
2016-01-28,17041.45
2016-01-29,17518.3
2016-02-01,17865.23
2016-02-02,17750.68
2016-02-03,17191.25
2016-02-04,17044.99
2016-02-05,16819.59
2016-02-08,17004.3
2016-02-09,16085.44
2016-02-10,15713.39
2016-02-12,14952.61
2016-02-15,16022.58
2016-02-16,16054.43
2016-02-17,15836.36
2016-02-18,16196.8
2016-02-19,15967.17
2016-02-22,16111.05
2016-02-23,16052.05
2016-02-24,15915.79
2016-02-25,16140.34
2016-02-26,16188.41
2016-02-29,16026.76
2016-03-01,16085.51
2016-03-02,16746.55
2016-03-03,16960.16
2016-03-04,17014.78
2016-03-07,16911.32
2016-03-08,16783.15
2016-03-09,16642.2
2016-03-10,16852.35
2016-03-11,16938.87
2016-03-14,17233.75
2016-03-15,17117.07
2016-03-16,16974.45
2016-03-17,16936.38
2016-03-18,16724.81
2016-03-22,17048.55
2016-03-23,17000.98
2016-03-24,16892.33
2016-03-25,17002.75
2016-03-28,17134.37
2016-03-29,17103.53
2016-03-30,16878.96
2016-03-31,16758.67
2016-04-01,16164.16
2016-04-04,16123.27
2016-04-05,15732.82
2016-04-06,15715.36
2016-04-07,15749.84
2016-04-08,15821.52
2016-04-11,15751.13
2016-04-12,15928.79
2016-04-13,16381.22
2016-04-14,16911.05
2016-04-15,16848.03
2016-04-18,16275.95
2016-04-19,16874.44
2016-04-20,16906.54
2016-04-21,17363.62
2016-04-22,17572.49
2016-04-25,17439.3
2016-04-26,17353.28
2016-04-27,17290.49
2016-04-28,16666.05
2016-05-02,16147.38
2016-05-06,16106.72
2016-05-09,16216.03
2016-05-10,16565.19
2016-05-11,16579.01
2016-05-12,16646.34
2016-05-13,16412.21
2016-05-16,16466.4
2016-05-17,16652.8
2016-05-18,16644.69
2016-05-19,16646.66
2016-05-20,16736.35
2016-05-23,16654.6
2016-05-24,16498.76
2016-05-25,16757.35
2016-05-26,16772.46
2016-05-27,16834.84
2016-05-30,17068.02
2016-05-31,17234.98
2016-06-01,16955.73
2016-06-02,16562.55
2016-06-03,16642.23
2016-06-06,16580.03
2016-06-07,16675.45
2016-06-08,16830.92
2016-06-09,16668.41
2016-06-10,16601.36
2016-06-13,16019.18
2016-06-14,15859
2016-06-15,15919.58
2016-06-16,15434.14
2016-06-17,15599.66
2016-06-20,15965.3
2016-06-21,16169.11
2016-06-22,16065.72
2016-06-23,16238.35
2016-06-24,14952.02
2016-06-27,15309.21
2016-06-28,15323.14
2016-06-29,15566.83
2016-06-30,15575.92
2016-07-01,15682.48
2016-07-04,15775.8
2016-07-05,15669.33
2016-07-06,15378.99
2016-07-07,15276.24
2016-07-08,15106.98
2016-07-11,15708.82
2016-07-12,16095.65
