iter	Passed	Remaining
1665	40673	81395
1666	40692	81360
1667	40711	81324
1668	40730	81289
1669	40749	81254
1670	40788	81259
1671	40803	81216
1672	40820	81177
1673	40840	81143
1674	40860	81111
1675	40879	81076
1676	40900	81044
1677	40918	81008
1678	40939	80977
1679	40959	80943
1680	40979	80909
1681	40998	80876
1682	41018	80841
1683	41034	80802
1684	41054	80769
1685	41158	80901
1686	41187	80884
1687	41208	80854
1688	41227	80818
1689	41243	80778
1690	41263	80745
1691	41283	80711
1692	41302	80677
1693	41322	80644
1694	41348	80623
1695	41371	80596
1696	41412	80604
1697	41439	80584
1698	41467	80567
1699	41487	80534
1700	41518	80523
1701	41552	80518
1702	41587	80512
1703	41624	80513
1704	41669	80528
1705	41705	80526
1706	41740	80522
1707	41766	80500
1708	41787	80468
1709	41808	80438
1710	41847	80442
1711	41911	80493
1712	41943	80482
1713	41968	80460
1714	41994	80437
1715	42016	80408
1716	42038	80379
1717	42059	80349
1718	42079	80316
1719	42098	80280
1720	42116	80244
1721	42191	80315
1722	42240	80337
1723	42280	80343
1724	42307	80323
1725	42328	80290
1726	42347	80256
1727	42369	80227
1728	42389	80194
1729	42408	80159
1730	42432	80133
1731	42455	80105
1732	42478	80079
1733	42500	80049
1734	42520	80017
1735	42540	79984
1736	42564	79958
1737	42582	79921
1738	42600	79884
1739	42618	79848
1740	42637	79813
1741	42657	79780
1742	42676	79745
1743	42692	79705
1744	42712	79672
1745	42731	79637
1746	42749	79601
1747	42767	79565
1748	42803	79562
1749	42838	79557
1750	42860	79527
1751	42878	79491
1752	42897	79456
1753	42916	79422
1754	42935	79388
1755	42956	79356
1756	42974	79321
1757	42995	79290
1758	43014	79254
1759	43034	79222
1760	43053	79187
1761	43074	79157
1762	43095	79126
1763	43116	79095
1764	43138	79067
1765	43155	79028
1766	43264	79159
1767	43300	79155
1768	43320	79122
1769	43339	79088
1770	43368	79072
1771	43387	79038
1772	43407	79005
1773	43428	78975
1774	43448	78942
1775	43469	78911
1776	43490	78879
1777	43511	78849
1778	43531	78816
1779	43546	78775
1780	43566	78741
1781	43620	78770
1782	43674	78800
1783	43700	78778
1784	43723	78750
1785	43744	78719
1786	43764	78688
1787	43785	78657
1788	43804	78622
1789	43824	78590
1790	43843	78555
1791	43863	78524
1792	43882	78489
1793	43902	78457
1794	43921	78423
1795	43941	78389
1796	43960	78355
1797	43978	78320
1798	43996	78284
1799	44016	78251
1800	44035	78217
1801	44054	78183
1802	44072	78147
1803	44091	78113
1804	44111	78080
1805	44130	78047
1806	44148	78011
1807	44166	77976
1808	44186	77942
1809	44204	77907
1810	44223	77873
1811	44265	77879
1812	44336	77937
1813	44357	77907
1814	44377	77874
1815	44396	77840
1816	44414	77804
1817	44432	77769
1818	44451	77735
1819	44471	77703
1820	44491	77670
1821	44511	77638
1822	44529	77603
1823	44548	77569
1824	44567	77535
1825	44586	77501
1826	44605	77468
1827	44627	77438
1828	44663	77435
1829	44689	77412
1830	44707	77378
1831	44725	77342
1832	44744	77308
1833	44764	77275
1834	44779	77236
1835	44798	77201
1836	44817	77167
1837	44835	77132
1838	44855	77100
1839	44873	77065
1840	44893	77034
1841	44913	77001
1842	44931	76966
1843	44950	76932
1844	44969	76899
1845	44987	76864
1846	45006	76830
1847	45024	76795
1848	45045	76764
1849	45063	76729
1850	45081	76694
1851	45102	76664
1852	45123	76634
1853	45143	76601
1854	45158	76562
1855	45176	76527
1856	45196	76495
1857	45214	76461
1858	45234	76428
1859	45251	76392
1860	45269	76358
1861	45308	76358
1862	45389	76429
1863	45410	76398
1864	45430	76366
1865	45446	76327
1866	45465	76295
1867	45484	76261
1868	45503	76228
1869	45521	76193
1870	45560	76194
1871	45588	76174
1872	45609	76146
1873	45628	76112
1874	45647	76078
1875	45664	76043
1876	45683	76009
1877	45702	75976
1878	45722	75944
1879	45741	75911
1880	45762	75882
1881	45781	75849
1882	45800	75815
1883	45818	75780
1884	45839	75751
1885	45858	75718
1886	45877	75684
1887	45897	75653
1888	45917	75621
1889	45943	75600
1890	45959	75562
1891	45977	75527
1892	45998	75497
1893	46017	75464
1894	46037	75433
1895	46056	75400
1896	46074	75366
1897	46092	75331
1898	46112	75299
1899	46130	75266
1900	46150	75233
1901	46168	75199
1902	46186	75165
1903	46206	75133
1904	46225	75100
1905	46244	75067
1906	46263	75036
1907	46285	75007
1908	46304	74974
1909	46323	74941
1910	46411	75020
1911	46445	75012
1912	46488	75017
1913	46522	75010
1914	46542	74978
1915	46562	74946
1916	46582	74915
1917	46601	74883
1918	46621	74852
1919	46641	74820
1920	46659	74785
1921	46677	74752
1922	46698	74722
1923	46718	74690
1924	46737	74657
1925	46755	74625
1926	46773	74590
1927	46794	74559
1928	46812	74526
1929	46833	74496
1930	46852	74463
1931	46870	74430
1932	46889	74397
1933	46908	74364
1934	46927	74331
1935	46945	74297
1936	46965	74266
1937	46983	74232
1938	47001	74199
1939	47019	74165
1940	47042	74138
1941	47061	74106
1942	47081	74075
1943	47100	74042
1944	47118	74008
1945	47139	73978
1946	47188	73993
1947	47231	73998
1948	47250	73967
1949	47273	73941
1950	47299	73918
1951	47320	73889
1952	47341	73859
1953	47363	73833
1954	47469	73935
1955	47509	73936
1956	47540	73922
1957	47568	73903
1958	47601	73893
1959	47635	73883
1960	47667	73871
1961	47702	73862
1962	47727	73840
1963	47770	73844
1964	47796	73822
1965	47826	73808
1966	47856	73792
1967	47886	73776
1968	47919	73764
1969	47950	73750
1970	47982	73739
1971	48013	73724
1972	48046	73713
1973	48079	73701
1974	48111	73689
1975	48140	73671
1976	48165	73648
1977	48193	73631
1978	48222	73612
1979	48248	73590
1980	48274	73568
1981	48296	73541
1982	48316	73509
1983	48334	73476
1984	48355	73446
1985	48381	73424
1986	48410	73408
1987	48436	73385
1988	48653	73652
1989	48687	73643
1990	48710	73616
1991	48732	73587
1992	48752	73556
1993	48784	73544
1994	48823	73541
1995	48849	73518
1996	48872	73492
1997	48903	73477
1998	48925	73450
1999	48949	73424
2000	48970	73394
2001	48991	73364
2002	49014	73338
2003	49035	73308
2004	49056	73278
2005	49074	73244
2006	49091	73209
2007	49109	73174
2008	49127	73141
2009	49147	73109
2010	49166	73077
2011	49183	73042
2012	49204	73011
2013	49223	72979
2014	49242	72947
2015	49267	72924
2016	49288	72894
2017	49309	72864
2018	49329	72833
2019	49350	72804
2020	49371	72774
2021	49391	72743
2022	49413	72715
2023	49434	72686
2024	49454	72655
2025	49496	72657
2026	49519	72629
2027	49536	72594
2028	49554	72561
2029	49712	72732
2030	49759	72739
2031	49779	72708
2032	49798	72677
2033	49819	72647
2034	49839	72615
2035	49859	72585
2036	49879	72554
2037	49904	72530
2038	49928	72505
2039	49950	72477
2040	49971	72447
2041	49990	72414
2042	50011	72386
2043	50031	72354
2044	50050	72322
2045	50064	72283
2046	50083	72249
2047	50102	72218
2048	50120	72184
2049	50140	72153
2050	50159	72120
2051	50178	72089
2052	50198	72058
2053	50218	72026
2054	50238	71995
2055	50258	71964
2056	50276	71931
2057	50294	71898
2058	50314	71867
2059	50334	71836
2060	50354	71806
2061	50374	71774
2062	50393	71742
2063	50412	71710
2064	50432	71679
2065	50469	71673
2066	50488	71642
2067	50508	71610
2068	50527	71579
2069	50548	71549
2070	50569	71520
2071	50588	71487
2072	50608	71457
2073	50627	71425
2074	50646	71392
2075	50664	71360
2076	50683	71327
2077	50806	71442
2078	50833	71421
2079	50854	71391
2080	50873	71359
2081	50892	71327
2082	50910	71294
2083	50929	71262
2084	50948	71230
2085	50968	71200
2086	50987	71167
2087	51020	71155
2088	51041	71125
2089	51059	71091
2090	51079	71061
2091	51098	71029
2092	51119	71001
2093	51138	70968
2094	51156	70935
2095	51176	70904
2096	51195	70873
2097	51215	70842
2098	51233	70809
2099	51251	70776
2100	51270	70743
2101	51287	70709
2102	51306	70677
2103	51325	70646
2104	51345	70614
2105	51363	70582
2106	51382	70549
2107	51400	70516
2108	51450	70528
2109	51500	70538
2110	51520	70508
2111	51538	70474
2112	51557	70442
2113	51575	70409
2114	51592	70376
2115	51611	70344
2116	51630	70312
2117	51650	70281
2118	51669	70250
2119	51689	70219
2120	51710	70190
2121	51729	70158
2122	51748	70126
2123	51864	70226
2124	51902	70221
2125	51924	70193
2126	51944	70162
2127	51977	70149
2128	52002	70126
2129	52041	70120
2130	52070	70102
2131	52098	70083
2132	52129	70067
2133	52175	70072
2134	52214	70067
2135	52242	70048
2136	52267	70023
2137	52293	70001
2138	52322	69983
2139	52343	69954
2140	52371	69935
2141	52416	69937
2142	52438	69909
2143	52457	69878
2144	52482	69854
2145	52503	69825
2146	52536	69811
2147	52560	69787
2148	52582	69759
2149	52602	69729
2150	52630	69708
2151	52650	69678
2152	52672	69650
2153	52697	69627
2154	52720	69601
2155	52747	69579
2156	52777	69562
2157	52814	69554
2158	52883	69589
2159	52965	69640
2160	53006	69636
2161	53044	69629
2162	53067	69603
2163	53088	69574
2164	53120	69559
2165	53145	69535
2166	53169	69510
2167	53195	69487
2168	53218	69461
2169	53242	69435
2170	53292	69445
2171	53316	69419
2172	53338	69391
2173	53359	69362
2174	53381	69335
2175	53406	69311
2176	53425	69278
2177	53458	69265
2178	53516	69283
2179	53552	69274
2180	53586	69261
2181	53610	69236
2182	53636	69213
2183	53657	69184
2184	53682	69160
2185	53704	69132
2186	53724	69103
2187	53750	69079
2188	53772	69052
2189	53796	69026
2190	53817	68996
2191	53838	68968
2192	53857	68937
2193	53892	68925
2194	53952	68945
2195	54150	69142
2196	54226	69183
2197	54251	69159
2198	54273	69131
2199	54298	69107
2200	54321	69080
2201	54341	69050
2202	54361	69019
2203	54380	68987
2204	54414	68974
2205	54439	68950
2206	54482	68948
2207	54558	68988
2208	54617	69007
2209	54660	69005
2210	54711	69014
2211	54764	69025
2212	54846	69072
2213	54884	69064
2214	54906	69035
2215	54945	69028
2216	54991	69030
2217	55016	69006
2218	55038	68977
2219	55085	68980
2220	55247	69128
2221	55301	69139
2222	55326	69114
2223	55349	69087
2224	55381	69071
2225	55443	69093
2226	55495	69101
2227	55558	69123
2228	55595	69114
2229	55622	69091
2230	55643	69061
2231	55664	69031
2232	55683	68999
2233	55704	68970
2234	55723	68937
2235	55744	68907
2236	55765	68878
2237	55785	68847
2238	55826	68842
2239	55850	68816
2240	55870	68785
2241	55892	68755
2242	55912	68725
2243	55932	68694
2244	55951	68661
2245	55969	68629
2246	55992	68601
2247	56012	68570
2248	56033	68540
2249	56053	68509
2250	56073	68479
2251	56096	68452
2252	56119	68425
2253	56141	68396
2254	56162	68366
2255	56235	68399
2256	56337	68468
2257	56404	68494
2258	56444	68488
2259	56517	68521
2260	56559	68516
2261	56601	68512
2262	56637	68500
2263	56691	68510
2264	56739	68513
2265	56785	68513
2266	56825	68506
2267	56908	68551
2268	56933	68526
2269	56958	68501
2270	56979	68470
2271	57002	68443
2272	57025	68415
2273	57042	68380
2274	57062	68349
2275	57083	68319
2276	57096	68279
2277	57136	68272
2278	57159	68245
2279	57180	68215
2280	57203	68187
2281	57226	68159
2282	57250	68133
2283	57272	68105
2284	57348	68140
2285	57482	68245
2286	57513	68225
2287	57534	68196
2288	57565	68178
2289	57593	68156
2290	57614	68126
2291	57636	68097
2292	57662	68073
2293	57685	68046
2294	57709	68019
2295	57732	67991
2296	57757	67965
2297	57779	67937
2298	57803	67910
2299	57826	67882
2300	57842	67847
2301	57862	67815
2302	57888	67791
2303	57909	67762
2304	57933	67735
2305	57958	67710
2306	57982	67684
2307	58006	67658
2308	58031	67631
2309	58053	67603
2310	58072	67571
2311	58102	67551
2312	58159	67563
2313	58196	67552
2314	58236	67544
2315	58295	67558
2316	58353	67570
2317	58456	67635
2318	58512	67646
2319	58532	67614
2320	58553	67585
2321	58574	67555
2322	58599	67529
2323	58622	67501
2324	58671	67504
2325	58697	67479
2326	58719	67450
2327	58744	67424
2328	58765	67394
2329	58787	67366
2330	58816	67345
2331	58854	67334
2332	58891	67322
2333	58917	67298
2334	58942	67272
2335	58961	67240
2336	58981	67209
2337	59001	67177
2338	59025	67151
2339	59049	67124
2340	59071	67095
2341	59120	67097
2342	59196	67129
2343	59227	67111
2344	59251	67084
2345	59272	67054
2346	59292	67023
2347	59307	66986
2348	59329	66957
2349	59366	66945
2350	59393	66921
2351	59416	66894
2352	59505	66940
2353	59581	66971
2354	59612	66953
2355	59631	66920
2356	59649	66887
2357	59668	66855
2358	59687	66822
2359	59707	66791
2360	59728	66761
2361	59748	66730
2362	59769	66699
2363	59799	66679
2364	59821	66650
2365	59857	66637
2366	59897	66628
2367	59924	66605
2368	59981	66614
2369	60015	66598
2370	60039	66572
2371	60056	66538
2372	60078	66508
2373	60100	66479
2374	60125	66454
2375	60147	66425
2376	60167	66394
2377	60191	66367
2378	60212	66337
2379	60234	66308
2380	60255	66278
2381	60275	66247
2382	60294	66215
2383	60313	66182
2384	60335	66153
2385	60355	66122
2386	60377	66094
2387	60400	66065
2388	60419	66034
2389	60439	66003
2390	60460	65973
2391	60482	65944
2392	60502	65913
2393	60525	65884
2394	60654	65972
2395	60695	65965
2396	60717	65935
2397	60733	65899
2398	60752	65868
2399	60770	65834
2400	60790	65804
2401	60810	65772
2402	60831	65742
2403	60855	65715
2404	60893	65704
2405	60913	65673
2406	60935	65644
2407	60957	65615
2408	60978	65585
2409	60998	65554
2410	61019	65524
2411	61039	65493
2412	61061	65464
2413	61084	65436
2414	61106	65408
2415	61128	65379
2416	61149	65349
2417	61171	65319
2418	61193	65291
2419	61213	65260
2420	61233	65230
2421	61258	65204
2422	61285	65180
2423	61316	65161
2424	61346	65141
2425	61377	65121
2426	61405	65099
2427	61429	65073
2428	61455	65047
2429	61474	65016
2430	61496	64986
2431	61518	64958
2432	61546	64936
2433	61572	64911
2434	61600	64889
2435	61661	64901
2436	61766	64959
2437	61803	64946
2438	61831	64924
2439	61862	64904
2440	61893	64885
2441	61925	64867
2442	62006	64900
2443	62123	64970
2444	62172	64969
2445	62196	64943
2446	62224	64919
2447	62297	64944
2448	62372	64970
2449	62394	64940
2450	62417	64913
2451	62442	64887
2452	62464	64858
2453	62499	64842
2454	62525	64818
2455	62549	64791
2456	62572	64762
2457	62596	64735
2458	62621	64709
2459	62648	64685
2460	62676	64662
2461	62695	64630
2462	62718	64602
2463	62852	64688
2464	62971	64759
2465	63021	64759
2466	63063	64750
2467	63104	64741
2468	63151	64737
2469	63195	64730
2470	63227	64712
2471	63257	64690
2472	63281	64662
2473	63308	64639
2474	63336	64616
2475	63356	64584
2476	63378	64555
2477	63408	64533
2478	63427	64502
2479	63445	64469
2480	63470	64442
2481	63492	64413
2482	63507	64377
2483	63528	64347
2484	63553	64320
2485	63574	64290
2486	63598	64263
2487	63623	64236
2488	63653	64216
2489	63704	64215
2490	63758	64218
2491	63985	64396
2492	64261	64622
2493	64320	64629
2494	64385	64643
2495	64430	64637
2496	64464	64619
2497	64494	64598
2498	64552	64603
2499	64588	64588
2500	64614	64562
2501	64645	64542
2502	64674	64519
2503	64701	64495
2504	64754	64496
2505	64799	64489
2506	64865	64503
2507	64937	64523
2508	64996	64530
2509	65069	64550
2510	65144	64574
2511	65239	64616
2512	65396	64719
2513	65428	64700
2514	65460	64679
2515	65492	64659
2516	65520	64634
2517	65549	64612
2518	65592	64603
2519	65662	64619
2520	65723	64628
2521	65784	64637
2522	65855	64654
2523	65903	64649
2524	65935	64630
2525	65974	64616
2526	66012	64601
2527	66051	64588
2528	66095	64579
2529	66128	64559
2530	66159	64538
2531	66190	64517
2532	66222	64497
2533	66273	64494
2534	66355	64523
2535	66647	64755
2536	66848	64898
2537	66893	64890
2538	66940	64883
2539	66979	64869
2540	67027	64864
2541	67073	64856
2542	67100	64830
2543	67131	64809
2544	67168	64792
2545	67217	64788
2546	67283	64800
2547	67345	64807
2548	67385	64795
2549	67422	64778
2550	67451	64754
2551	67496	64746
2552	67553	64748
2553	67726	64862
2554	67787	64868
2555	67857	64884
2556	67938	64909
2557	67966	64884
2558	68005	64869
2559	68041	64851
2560	68085	64842
2561	68122	64825
2562	68156	64805
2563	68182	64778
2564	68208	64751
2565	68248	64737
2566	68279	64714
2567	68298	64681
2568	68326	64656
2569	68360	64636
2570	68387	64610
2571	68425	64594
2572	68470	64585
2573	68511	64572
2574	68648	64649
2575	68816	64755
2576	68913	64795
2577	68949	64776
2578	68981	64755
2579	69018	64738
2580	69049	64715
2581	69075	64687
2582	69105	64664
2583	69135	64640
2584	69161	64613
2585	69183	64582
2586	69214	64559
2587	69237	64528
2588	69281	64517
2589	69324	64506
2590	69376	64503
2591	69409	64481
2592	69442	64461
2593	69476	64441
2594	69504	64415
2595	69539	64396
2596	69573	64375
2597	69641	64387
2598	69671	64364
2599	69702	64340
2600	69734	64319
2601	69767	64297
2602	69799	64275
2603	69890	64308
2604	70045	64398
2605	70087	64385
2606	70119	64363
2607	70152	64342
2608	70194	64329
2609	70215	64297
2610	70237	64265
2611	70257	64232
2612	70283	64204
2613	70311	64178
2614	70338	64151
2615	70363	64123
2616	70392	64098
2617	70428	64079
2618	70461	64058
2619	70501	64043
2620	70535	64022
2621	70596	64026
2622	70625	64001
2623	70686	64005
2624	70727	63991
2625	70758	63968
2626	70782	63938
2627	70811	63913
2628	70832	63881
2629	70862	63856
2630	70894	63834
2631	70926	63812
2632	70957	63788
2633	70988	63765
2634	71121	63833
2635	71169	63825
2636	71240	63837
2637	71281	63823
2638	71304	63793
2639	71334	63768
2640	71364	63744
2641	71386	63713
2642	71411	63683
2643	71447	63665
2644	71470	63634
2645	71489	63600
2646	71508	63566
2647	71528	63533
2648	71549	63500
2649	71568	63466
2650	71588	63433
2651	71608	63399
2652	71629	63368
2653	71651	63336
2654	71671	63303
2655	71691	63270
2656	71712	63237
2657	71732	63204
2658	71753	63172
2659	71773	63139
2660	71792	63105
2661	71813	63072
2662	71832	63039
2663	71851	63005
2664	71871	62971
2665	71891	62938
2666	71911	62905
2667	71937	62878
2668	71963	62850
2669	71996	62828
2670	72028	62805
2671	72060	62783
2672	72087	62756
2673	72226	62826
2674	72262	62807
2675	72286	62778
2676	72307	62745
2677	72326	62711
2678	72346	62678
2679	72392	62668
2680	72420	62642
2681	72446	62613
2682	72468	62582
2683	72490	62551
2684	72511	62518
2685	72529	62484
2686	72556	62457
2687	72577	62425
2688	72595	62390
2689	72618	62360
2690	72649	62336
2691	72675	62308
2692	72704	62283
2693	72735	62259
2694	72764	62234
2695	72802	62216
2696	72835	62194
2697	72863	62169
2698	72885	62137
2699	72908	62107
2700	72930	62075
2701	72952	62044
2702	72974	62013
2703	72996	61981
2704	73015	61948
2705	73038	61918
2706	73069	61894
2707	73105	61875
2708	73129	61845
2709	73165	61826
2710	73193	61799
2711	73448	61965
2712	73525	61980
2713	73562	61962
2714	73607	61949
2715	73638	61925
2716	73671	61903
2717	73713	61888
2718	73766	61883
2719	73820	61879
2720	73846	61850
2721	73899	61845
2722	73929	61820
2723	73969	61803
2724	73994	61775
2725	74018	61745
2726	74041	61714
2727	74060	61681
2728	74080	61647
2729	74105	61618
2730	74125	61586
2731	74146	61553
2732	74173	61526
2733	74194	61494
2734	74216	61462
2735	74237	61430
2736	74258	61398
2737	74280	61366
2738	74302	61335
2739	74343	61320
2740	74367	61289
2741	74387	61257
2742	74411	61227
2743	74433	61195
2744	74594	61278
2745	74631	61260
2746	74662	61235
2747	74682	61202
2748	74703	61170
2749	74730	61143
2750	74752	61111
2751	74778	61083
2752	74804	61055
2753	74829	61026
2754	74854	60997
2755	74877	60966
2756	74905	60940
2757	74929	60910
2758	74961	60887
2759	74982	60855
2760	75002	60822
2761	75022	60789
2762	75041	60756
2763	75060	60721
2764	75078	60687
2765	75104	60659
2766	75128	60629
2767	75150	60598
2768	75173	60567
2769	75197	60538
2770	75218	60506
2771	75239	60473
2772	75263	60444
2773	75288	60415
2774	75309	60383
2775	75383	60393
2776	75404	60361
2777	75424	60328
2778	75440	60292
2779	75460	60259
2780	75476	60223
2781	75497	60191
2782	75519	60160
2783	75541	60129
2784	75563	60098
2785	75711	60166
2786	75752	60150
2787	75777	60121
2788	75801	60092
2789	75820	60058
2790	75848	60031
2791	75870	60000
2792	75909	59982
2793	75964	59977
2794	76001	59958
2795	76036	59937
2796	76055	59903
2797	76088	59880
2798	76110	59849
2799	76137	59822
2800	76156	59789
2801	76181	59759
2802	76202	59727
2803	76222	59694
2804	76241	59661
2805	76261	59628
2806	76281	59595
2807	76318	59576
2808	76347	59550
2809	76369	59518
2810	76387	59485
2811	76406	59451
2812	76425	59418
2813	76443	59383
2814	76466	59352
2815	76488	59321
2816	76505	59287
2817	76527	59255
2818	76548	59223
2819	76571	59193
2820	76591	59160
2821	76613	59129
2822	76633	59097
2823	76647	59060
2824	76664	59024
2825	76715	59015
2826	76808	59039
2827	76855	59027
2828	76908	59020
2829	76930	58989
2830	76953	58958
2831	76974	58926
2832	76995	58895
2833	77018	58864
2834	77039	58832
2835	77062	58802
2836	77085	58772
2837	77109	58742
2838	77153	58727
2839	77191	58709
2840	77212	58677
2841	77233	58645
2842	77254	58613
2843	77273	58580
2844	77293	58547
2845	77315	58516
2846	77338	58485
2847	77360	58454
2848	77381	58422
2849	77400	58389
2850	77422	58358
2851	77443	58326
2852	77464	58295
2853	77485	58263
2854	77507	58232
2855	77527	58200
2856	77550	58169
2857	77570	58137
2858	77590	58104
2859	77610	58072
2860	77630	58039
2861	77653	58009
2862	77676	57979
2863	77696	57947
2864	77717	57915
2865	77738	57883
2866	77919	57971
2867	77963	57956
2868	78008	57941
2869	78030	57911
2870	78050	57878
2871	78095	57864
2872	78123	57837
2873	78143	57805
2874	78162	57772
2875	78183	57740
2876	78203	57707
2877	78220	57673
2878	78239	57640
2879	78258	57606
2880	78277	57573
2881	78295	57540
2882	78315	57507
2883	78334	57474
2884	78353	57441
2885	78373	57408
2886	78391	57375
2887	78410	57341
2888	78429	57308
2889	78447	57275
2890	78466	57241
2891	78485	57208
2892	78504	57175
2893	78524	57143
2894	78544	57110
2895	78562	57077
2896	78581	57043
2897	78599	57010
2898	78618	56977
2899	78636	56943
2900	78655	56910
2901	78674	56877
2902	78694	56845
2903	78715	56814
2904	78736	56782
2905	78758	56751
2906	78780	56720
2907	78800	56688
2908	78820	56656
2909	78841	56624
2910	78860	56592
2911	78881	56560
2912	79013	56608
2913	79049	56587
2914	79114	56587
2915	79137	56557
2916	79159	56527
2917	79181	56496
2918	79203	56465
2919	79224	56433
2920	79244	56401
2921	79265	56370
2922	79285	56338
2923	79306	56306
2924	79327	56274
2925	79347	56242
2926	79366	56210
2927	79386	56178
2928	79407	56146
2929	79428	56114
2930	79446	56081
2931	79467	56049
2932	79486	56017
2933	79506	55985
2934	79526	55952
2935	79546	55920
2936	79562	55885
2937	79581	55853
2938	79600	55820
2939	79620	55788
2940	79640	55756
2941	79660	55724
2942	79679	55691
2943	79698	55659
2944	79729	55635
2945	79750	55603
2946	79771	55572
2947	79791	55540
2948	79811	55507
2949	79831	55475
2950	79850	55443
2951	79870	55411
2952	79890	55379
2953	79910	55347
2954	79930	55315
2955	79949	55282
2956	79968	55250
2957	80048	55259
2958	80132	55272
2959	80172	55253
2960	80194	55223
2961	80213	55190
2962	80233	55158
2963	80253	55127
2964	80273	55094
2965	80293	55062
2966	80313	55030
2967	80332	54998
2968	80352	54966
2969	80371	54934
2970	80392	54902
2971	80412	54870
2972	80431	54838
2973	80447	54804
2974	80467	54772
2975	80484	54738
2976	80502	54705
2977	80523	54673
2978	80543	54641
2979	80562	54609
2980	80584	54578
2981	80603	54546
2982	80624	54515
2983	80645	54484
2984	80665	54452
2985	80687	54422
2986	80708	54391
2987	80727	54358
2988	80747	54327
2989	80766	54294
2990	80786	54262
2991	80805	54230
2992	80825	54198
2993	80845	54166
2994	80864	54134
2995	80895	54110
2996	80964	54111
2997	80989	54082
2998	81008	54050
2999	81028	54019
3000	81047	53986
3001	81066	53954
3002	81222	54013
3003	81260	53993
3004	81286	53965
3005	81306	53933
3006	81324	53900
3007	81344	53868
3008	81364	53837
3009	81384	53806
3010	81405	53774
3011	81427	53744
3012	81448	53713
3013	81471	53683
3014	81495	53654
3015	81517	53624
3016	81536	53592
3017	81556	53560
3018	81597	53542
3019	81618	53511
3020	81641	53481
3021	81660	53449
3022	81686	53421
3023	81711	53393
3024	81735	53364
3025	81758	53334
3026	81780	53304
3027	81806	53276
3028	81828	53246
3029	81854	53218
3030	81876	53188
3031	81896	53157
3032	81915	53125
3033	81935	53093
3034	81980	53077
3035	82009	53051
3036	82028	53019
3037	82047	52987
3038	82065	52955
3039	82085	52923
3040	82103	52890
3041	82122	52858
3042	82141	52826
3043	82162	52795
3044	82183	52764
3045	82304	52797
3046	82373	52797
3047	82411	52777
3048	82430	52745
3049	82448	52712
3050	82466	52680
3051	82485	52647
3052	82504	52615
3053	82524	52584
3054	82544	52553
3055	82565	52522
3056	82586	52491
3057	82607	52460
3058	82629	52429
3059	82645	52396
3060	82663	52363
3061	82685	52333
3062	82706	52302
3063	82739	52279
3064	82761	52249
3065	82782	52218
3066	82804	52188
3067	82825	52157
3068	82847	52127
3069	82869	52096
3070	82893	52068
3071	82938	52052
3072	82961	52023
3073	82981	51991
3074	83000	51959
3075	83019	51927
3076	83038	51895
3077	83057	51863
3078	83077	51832
3079	83099	51802
3080	83118	51770
3081	83139	51739
3082	83162	51709
3083	83182	51679
3084	83203	51648
3085	83223	51616
3086	83242	51584
3087	83261	51553
3088	83282	51522
3089	83302	51491
3090	83417	51518
3091	83489	51519
3092	83537	51505
3093	83574	51484
3094	83606	51460
3095	83627	51430
3096	83662	51407
3097	83689	51381
3098	83709	51349
3099	83728	51317
3100	83747	51285
3101	83766	51253
3102	83785	51221
3103	83803	51189
3104	83859	51179
3105	83926	51177
3106	83957	51152
3107	83975	51120
3108	84000	51091
3109	84021	51061
3110	84042	51030
3111	84068	51002
3112	84088	50971
3113	84107	50940
3114	84128	50909
3115	84147	50877
3116	84166	50845
3117	84184	50812
3118	84203	50781
3119	84218	50747
3120	84238	50715
3121	84257	50683
3122	84274	50650
3123	84293	50619
3124	84313	50587
3125	84333	50556
3126	84352	50525
3127	84373	50494
3128	84393	50463
3129	84413	50432
3130	84476	50427
3131	84591	50452
3132	84637	50436
3133	84655	50404
3134	84675	50373
3135	84693	50340
3136	84723	50315
3137	84761	50294
3138	84780	50263
3139	84797	50230
3140	84819	50200
3141	84840	50169
3142	84860	50138
3143	84880	50107
3144	84901	50077
3145	84921	50046
3146	84943	50016
3147	84966	49986
3148	84987	49955
3149	85007	49925
3150	85027	49894
3151	85049	49864
3152	85069	49832
3153	85089	49801
3154	85108	49770
3155	85129	49739
3156	85159	49714
3157	85183	49686
3158	85204	49655
3159	85223	49623
3160	85248	49595
3161	85273	49567
3162	85298	49539
3163	85321	49510
3164	85348	49483
3165	85373	49455
3166	85396	49426
3167	85420	49396
3168	85445	49369
3169	85468	49340
3170	85488	49308
3171	85506	49277
3172	85526	49245
3173	85679	49291
3174	85733	49279
3175	85769	49257
3176	85789	49227
3177	85808	49195
3178	85827	49163
3179	85845	49131
3180	85864	49100
3181	85886	49070
3182	85905	49038
3183	85923	49006
3184	85941	48974
3185	85960	48942
3186	85979	48911
3187	85997	48879
3188	86016	48847
3189	86035	48816
3190	86053	48784
3191	86071	48752
3192	86092	48721
3193	86112	48690
3194	86132	48660
3195	86152	48629
3196	86172	48598
3197	86193	48568
3198	86212	48536
3199	86231	48505
3200	86252	48474
3201	86271	48443
3202	86293	48413
3203	86313	48383
3204	86334	48352
3205	86355	48322
3206	86377	48292
3207	86396	48261
3208	86416	48230
3209	86437	48200
3210	86458	48170
3211	86486	48143
3212	86510	48115
3213	86530	48084
3214	86549	48053
3215	86582	48029
3216	86605	48000
3217	86629	47971
3218	86649	47941
