iter	Accuracy	Logloss
305	1	0.0002446615428
306	1	0.0002444990447
307	1	0.0002437476223
308	1	0.000243499645
309	1	0.0002425858478
310	1	0.0002411895495
311	1	0.0002403824424
312	1	0.0002402615525
313	1	0.0002401644777
314	1	0.0002390154215
315	1	0.0002389009501
316	1	0.0002384344485
317	1	0.000237808881
318	1	0.0002377161385
319	1	0.0002375515211
320	1	0.0002368446642
321	1	0.0002364800808
322	1	0.0002361618356
323	1	0.0002348354008
324	1	0.0002347039914
325	1	0.0002344698962
326	1	0.0002340723108
327	1	0.000233856754
328	1	0.0002336796323
329	1	0.0002331135922
330	1	0.000231850729
331	1	0.0002316130415
332	1	0.000231160194
333	1	0.0002309924016
334	1	0.0002304946055
335	1	0.0002303763871
336	1	0.0002302441511
337	1	0.0002300156881
338	1	0.0002293331466
339	1	0.0002289833728
340	1	0.0002288528321
341	1	0.0002279275172
342	1	0.0002277516565
343	1	0.0002276157241
344	1	0.000226784999
345	1	0.0002266674652
346	1	0.0002265094994
347	1	0.0002260374684
348	1	0.0002259146354
349	1	0.0002257919857
350	1	0.0002251014111
351	1	0.0002248800088
352	1	0.0002247170937
353	1	0.0002242849475
354	1	0.0002238794602
355	1	0.0002233493196
356	1	0.0002232577403
357	1	0.0002226793339
358	1	0.0002220724556
359	1	0.0002219397017
360	1	0.0002217680047
361	1	0.0002216663924
362	1	0.0002213966417
363	1	0.0002212439884
364	1	0.000220941978
365	1	0.000220712084
366	1	0.0002200227526
367	1	0.0002198108518
368	1	0.0002194567677
369	1	0.000219147231
370	1	0.0002183518783
371	1	0.000218090739
372	1	0.0002178998038
373	1	0.0002173784576
374	1	0.0002172028611
375	1	0.0002170904081
376	1	0.0002168880737
377	1	0.0002162205516
378	1	0.000216036518
379	1	0.0002157196787
380	1	0.0002155916616
381	1	0.0002154960508
382	1	0.0002153953722
383	1	0.0002151969114
384	1	0.0002150663706
385	1	0.0002148349784
386	1	0.0002146744614
387	1	0.0002145071496
388	1	0.0002140414777
389	1	0.0002136368295
390	1	0.0002132004205
391	1	0.0002129449717
392	1	0.0002124762607
393	1	0.0002123156856
394	1	0.0002119352528
395	1	0.0002115903731
396	1	0.0002112105938
397	1	0.0002109317867
398	1	0.0002104995709
399	1	0.0002104173952
400	1	0.0002102939972
401	1	0.0002099664047
402	1	0.0002093530201
403	1	0.0002092344024
404	1	0.0002089407952
405	1	0.0002087116474
406	1	0.0002085414679
407	1	0.0002082315266
408	1	0.0002078984912
409	1	0.0002076843637
410	1	0.0002074764368
411	1	0.0002070204316
412	1	0.0002068124592
413	1	0.0002060119677
414	1	0.0002057453028
415	1	0.0002055487565
416	1	0.0002052210052
417	1	0.0002047172253
418	1	0.0002044384575
419	1	0.0002043565211
420	1	0.00020415934
421	1	0.0002037552396
422	1	0.0002032444893
423	1	0.0002028867041
424	1	0.0002027443195
425	1	0.0002024906451
426	1	0.0002022669646
427	1	0.0002021007185
428	1	0.0002019340793
429	1	0.0002015323997
430	1	0.0002013625567
431	1	0.0002010029884
432	1	0.0002007300486
433	1	0.0002006591266
434	1	0.0002003618308
435	1	0.0001998089897
436	1	0.0001994606325
437	1	0.0001992064985
438	1	0.0001989065712
439	1	0.0001987696043
440	1	0.0001985250672
441	1	0.0001982382981
442	1	0.000198079317
443	1	0.0001976534289
444	1	0.0001975631259
445	1	0.000197410142
446	1	0.0001972596777
447	1	0.0001969844928
448	1	0.0001968572834
449	1	0.0001967570729
450	1	0.0001966559463
451	1	0.0001962520208
452	1	0.0001961170767
453	1	0.0001956766074
454	1	0.0001955441421
455	1	0.0001953318269
456	1	0.0001951735704
457	1	0.0001948396368
458	1	0.000194758328
459	1	0.0001944482744
460	1	0.0001943719031
461	1	0.0001941629105
462	1	0.0001940841984
463	1	0.0001939163917
464	1	0.0001935899152
465	1	0.0001931604815
466	1	0.0001927455626
467	1	0.0001924096043
468	1	0.0001919552819
469	1	0.0001917993615
470	1	0.0001915443681
471	1	0.0001913181103
472	1	0.0001910153248
473	1	0.0001906781014
474	1	0.0001903701472
475	1	0.0001902127994
476	1	0.0001900038815
477	1	0.0001898798386
478	1	0.0001897286313
479	1	0.0001894801599
480	1	0.0001892150875
481	1	0.0001889688613
482	1	0.0001886871417
483	1	0.0001885300483
484	1	0.0001884622077
485	1	0.0001884513112
486	1	0.0001879457058
487	1	0.0001876885488
488	1	0.0001874584778
489	1	0.0001870384854
490	1	0.0001868908614
491	1	0.0001863726392
492	1	0.000186283686
493	1	0.000186138504
494	1	0.0001860202739
495	1	0.0001858221208
496	1	0.0001855385871
497	1	0.0001854254543
498	1	0.0001852367711
499	1	0.0001849281198
500	1	0.0001848628366
501	1	0.000184715482
502	1	0.0001844089502
503	1	0.0001842379112
504	1	0.0001841351513
505	1	0.0001838706935
506	1	0.000183734134
507	1	0.0001836099443
508	1	0.0001834913492
509	1	0.0001832449995
510	1	0.0001829010048
511	1	0.0001828106879
512	1	0.0001826531622
513	1	0.0001825753004
514	1	0.0001821594956
515	1	0.0001817650931
516	1	0.0001812703738
517	1	0.0001810810418
518	1	0.000180581909
519	1	0.0001803762443
520	1	0.0001802928744
521	1	0.0001801016717
522	1	0.0001798436495
523	1	0.0001797142229
524	1	0.0001795180712
525	1	0.0001793721684
526	1	0.0001790751372
527	1	0.0001789404594
528	1	0.0001784859687
529	1	0.0001782769075
530	1	0.0001782054445
531	1	0.00017812379
532	1	0.0001780232839
533	1	0.0001779014618
534	1	0.0001776260121
535	1	0.0001775668666
536	1	0.00017730085
537	1	0.0001768211105
538	1	0.0001767675291
539	1	0.0001766590158
540	1	0.0001765849343
541	1	0.0001763449271
542	1	0.000176032425
543	1	0.000175840055
544	1	0.000175489583
545	1	0.0001751577281
546	1	0.0001748996461
547	1	0.0001745302781
548	1	0.0001741832284
549	1	0.0001739781197
550	1	0.0001738358056
551	1	0.0001736456142
552	1	0.0001735605791
553	1	0.0001733999276
554	1	0.0001732771651
555	1	0.0001731681384
556	1	0.0001726819622
557	1	0.0001724317458
558	1	0.0001723540217
559	1	0.0001720478395
560	1	0.0001717703049
561	1	0.0001716914351
562	1	0.0001715979183
563	1	0.0001715129998
564	1	0.0001714474545
565	1	0.0001711885333
566	1	0.0001709336093
567	1	0.0001708058904
568	1	0.0001705236173
569	1	0.0001704562429
570	1	0.0001703919368
571	1	0.0001703128822
572	1	0.0001702255543
573	1	0.0001700384769
574	1	0.0001699547306
575	1	0.0001697675436
576	1	0.0001696458815
577	1	0.0001692613146
578	1	0.0001687968941
579	1	0.0001686365417
580	1	0.0001685479714
581	1	0.0001684258157
582	1	0.0001682959354
583	1	0.0001680598532
584	1	0.0001679562172
585	1	0.0001679052394
586	1	0.0001676688192
587	1	0.0001672785038
588	1	0.0001671368985
589	1	0.0001669576748
590	1	0.0001668194831
591	1	0.0001665516903
592	1	0.0001664387069
593	1	0.0001661819121
594	1	0.0001659995366
595	1	0.0001658190259
596	1	0.0001656994869
597	1	0.000165563808
598	1	0.000165339891
599	1	0.0001652729861
600	1	0.0001650435509
601	1	0.0001649394433
602	1	0.0001648333086
603	1	0.0001647690965
604	1	0.0001645261649
605	1	0.0001644509345
606	1	0.0001643667511
607	1	0.0001642605856
608	1	0.0001641874382
609	1	0.000164056099
610	1	0.0001638122571
611	1	0.0001637579604
612	1	0.0001635620844
613	1	0.0001632162678
614	1	0.0001631418822
615	1	0.0001629010039
616	1	0.000162810969
617	1	0.0001626201154
618	1	0.0001625412819
619	1	0.0001622011974
620	1	0.000162136028
621	1	0.000162056775
622	1	0.0001617477908
623	1	0.0001615684934
624	1	0.0001614848191
625	1	0.0001614230789
626	1	0.0001611415555
627	1	0.0001610095124
628	1	0.0001608913591
629	1	0.0001606184069
630	1	0.0001605694468
631	1	0.00016039255
632	1	0.0001603028411
633	1	0.0001601324258
634	1	0.0001601062693
635	1	0.0001600262032
636	1	0.0001599310904
637	1	0.0001597606987
638	1	0.0001596795976
639	1	0.0001595791882
640	1	0.0001595164668
641	1	0.0001593147719
642	1	0.0001590985104
643	1	0.0001589329628
644	1	0.0001587686781
645	1	0.0001584988196
646	1	0.0001584234704
647	1	0.0001583261985
648	1	0.0001580347166
649	1	0.0001577496214
650	1	0.0001577002401
651	1	0.0001575349396
652	1	0.0001574896811
653	1	0.0001574423213
654	1	0.0001573583867
655	1	0.000157293304
656	1	0.0001571330254
657	1	0.0001570690183
658	1	0.0001569408681
659	1	0.0001568080852
660	1	0.000156734177
661	1	0.0001565072468
662	1	0.0001564243185
663	1	0.0001563397791
664	1	0.0001560024244
665	1	0.0001556583271
666	1	0.0001553782207
667	1	0.0001551842878
668	1	0.0001551175575
669	1	0.0001549661524
670	1	0.0001547754318
671	1	0.0001545557646
672	1	0.0001545032521
673	1	0.0001544181674
674	1	0.0001541927595
675	1	0.0001539813621
676	1	0.0001537703742
677	1	0.0001536144111
678	1	0.0001534218845
679	1	0.0001532900571
680	1	0.0001532438952
681	1	0.0001532020674
682	1	0.0001530505633
683	1	0.0001527088608
684	1	0.0001526557491
685	1	0.0001525824334
686	1	0.0001524553126
687	1	0.0001522380105
688	1	0.0001520770107
689	1	0.0001520205828
690	1	0.0001519649896
691	1	0.0001519239395
692	1	0.0001517876247
693	1	0.0001516910548
694	1	0.0001516214699
695	1	0.0001515136326
696	1	0.0001511769707
697	1	0.0001511036781
698	1	0.0001509439274
699	1	0.0001507296654
700	1	0.0001505002433
701	1	0.0001501537544
702	1	0.0001500908208
703	1	0.0001498876109
704	1	0.0001498224297
705	1	0.0001497766519
706	1	0.0001495724144
707	1	0.0001494442862
708	1	0.0001493291597
709	1	0.0001491062321
710	1	0.000149055259
711	1	0.0001489831904
712	1	0.0001488529503
713	1	0.0001487324642
714	1	0.0001486185545
715	1	0.0001485175506
716	1	0.0001484275269
717	1	0.0001481917156
718	1	0.0001481209811
719	1	0.00014806978
720	1	0.0001478583016
721	1	0.0001476991093
722	1	0.0001475790401
723	1	0.0001475134449
724	1	0.0001473733874
725	1	0.0001471546291
726	1	0.000146985609
727	1	0.0001467373827
728	1	0.0001466590815
729	1	0.0001465702806
730	1	0.0001464394945
731	1	0.000146233777
732	1	0.0001460618958
733	1	0.0001459416265
734	1	0.0001457692578
735	1	0.0001455503755
736	1	0.0001455090976
737	1	0.0001454189123
738	1	0.0001453324344
739	1	0.0001452464032
740	1	0.0001451944096
741	1	0.0001451482331
742	1	0.0001450076581
743	1	0.0001449604853
744	1	0.0001447907468
745	1	0.0001447344549
746	1	0.0001446826692
747	1	0.0001443881943
748	1	0.0001443268202
749	1	0.0001442923526
750	1	0.0001440023367
751	1	0.0001439207675
752	1	0.0001437997377
753	1	0.0001437641997
754	1	0.0001436612765
755	1	0.0001434705871
756	1	0.0001432786883
757	1	0.0001430741385
758	1	0.000143023639
759	1	0.0001428893162
760	1	0.0001427369724
761	1	0.0001427006613
762	1	0.0001425742413
763	1	0.0001423725931
764	1	0.0001422857034
765	1	0.0001421923225
766	1	0.0001421318069
767	1	0.0001420616748
768	1	0.0001419294211
769	1	0.0001417813437
770	1	0.0001416437175
771	1	0.0001415025565
772	1	0.0001414319149
773	1	0.000141386761
774	1	0.0001413514245
775	1	0.0001412378551
776	1	0.0001411018004
777	1	0.0001409917388
778	1	0.0001408381102
779	1	0.0001406724329
780	1	0.000140473138
781	1	0.0001403509438
782	1	0.0001401469039
783	1	0.0001400594521
784	1	0.0001399830563
785	1	0.0001397015755
786	1	0.0001394167141
787	1	0.0001391321984
788	1	0.0001389242044
789	1	0.0001388624601
790	1	0.0001387975889
791	1	0.0001386372306
792	1	0.0001385385099
793	1	0.0001384648428
794	1	0.0001383989928
795	1	0.0001382429447
796	1	0.0001381817719
797	1	0.0001380501012
798	1	0.0001380058201
799	1	0.000137787762
800	1	0.0001377403914
801	1	0.0001376187281
802	1	0.0001372610997
803	1	0.000137197817
804	1	0.0001370730134
805	1	0.0001370397877
806	1	0.0001368906578
807	1	0.0001367355932
808	1	0.0001365672774
809	1	0.0001365266054
810	1	0.0001364116556
811	1	0.0001362491649
812	1	0.0001361822276
813	1	0.0001361252058
814	1	0.0001360486062
815	1	0.00013587566
816	1	0.0001356144332
817	1	0.0001356092696
818	1	0.0001354960724
819	1	0.000135287125
820	1	0.0001352187498
821	1	0.0001351020728
822	1	0.0001350068073
823	1	0.0001349538498
824	1	0.0001347942713
825	1	0.0001347490666
826	1	0.0001345763704
827	1	0.0001345262301
828	1	0.0001345147374
829	1	0.0001343568154
830	1	0.000134327531
831	1	0.0001341701621
832	1	0.0001340914401
833	1	0.0001339454284
834	1	0.0001337706096
835	1	0.0001336275811
836	1	0.0001335614427
837	1	0.0001333665247
838	1	0.0001331553323
839	1	0.0001330849316
840	1	0.0001329697345
841	1	0.0001328638646
842	1	0.0001327745796
843	1	0.0001327152588
844	1	0.0001324414054
845	1	0.0001323793883
846	1	0.000132303219
847	1	0.0001322307806
848	1	0.0001320396029
849	1	0.00013197036
850	1	0.0001318663027
851	1	0.0001318232037
852	1	0.0001317013207
853	1	0.00013161789
854	1	0.0001315337207
855	1	0.0001314479769
856	1	0.0001314124727
857	1	0.0001313693859
858	1	0.0001312527168
859	1	0.0001310890399
860	1	0.0001310233653
861	1	0.0001309746065
862	1	0.0001307714804
863	1	0.0001306662777
864	1	0.0001304704973
865	1	0.0001303332403
866	1	0.0001301771733
867	1	0.000130114348
868	1	0.0001299679505
869	1	0.0001298023134
870	1	0.0001296154832
871	1	0.0001294649207
872	1	0.0001293663322
873	1	0.0001293259808
874	1	0.0001292246325
875	1	0.0001291298876
876	1	0.0001290735799
877	1	0.000128982798
878	1	0.000128772669
879	1	0.0001286759107
880	1	0.0001286071771
881	1	0.0001284518504
882	1	0.0001282799852
883	1	0.0001282407529
884	1	0.0001280866032
885	1	0.0001278414008
886	1	0.0001277959553
887	1	0.0001277393563
888	1	0.0001276941654
889	1	0.0001276213093
890	1	0.0001275292927
891	1	0.0001274325461
892	1	0.0001273627703
893	1	0.0001272296312
894	1	0.000127087875
895	1	0.0001268491017
896	1	0.0001267987636
897	1	0.0001267083745
898	1	0.0001266779737
899	1	0.0001266282066
900	1	0.0001264188597
901	1	0.000126374262
902	1	0.0001262447008
903	1	0.0001261684683
904	1	0.0001260580568
905	1	0.0001260013217
906	1	0.0001258459877
907	1	0.0001256416127
908	1	0.0001255764848
909	1	0.0001254227352
910	1	0.0001253026408
911	1	0.0001252515557
912	1	0.0001251665861
913	1	0.0001250204968
914	1	0.0001249750741
915	1	0.0001249097402
916	1	0.0001247679616
917	1	0.0001245494569
918	1	0.0001245083066
919	1	0.0001244531964
920	1	0.0001243917803
921	1	0.0001243568057
922	1	0.0001242515524
923	1	0.0001241987748
924	1	0.0001241413093
925	1	0.0001239410998
926	1	0.0001237528554
927	1	0.0001237210639
928	1	0.000123646527
929	1	0.0001236123796
930	1	0.0001235500226
931	1	0.0001234592821
932	1	0.0001232941672
933	1	0.0001232329347
934	1	0.0001231808145
935	1	0.0001230141407
936	1	0.0001229479853
937	1	0.0001228969723
938	1	0.0001227911877
939	1	0.0001227331755
940	1	0.0001226967293
941	1	0.0001226515666
942	1	0.0001226019299
943	1	0.0001225520051
944	1	0.0001224941479
945	1	0.0001223957191
946	1	0.000122341302
947	1	0.0001222448492
948	1	0.0001220311485
949	1	0.0001219448717
950	1	0.0001217791425
951	1	0.0001217460086
952	1	0.0001217168157
953	1	0.0001215108516
954	1	0.00012139563
955	1	0.0001213497533
956	1	0.0001211955121
957	1	0.0001211488972
958	1	0.000121119019
959	1	0.0001210666204
960	1	0.0001209307028
961	1	0.0001207983944
962	1	0.0001207134255
963	1	0.0001206310746
964	1	0.0001205990811
965	1	0.0001204415101
966	1	0.0001203540279
967	1	0.0001203167915
968	1	0.0001201026674
969	1	0.0001200168173
970	1	0.0001199626247
971	1	0.000119839412
972	1	0.0001196859418
973	1	0.00011963613
974	1	0.0001194180186
975	1	0.000119352045
976	1	0.0001193183423
977	1	0.0001192679248
978	1	0.0001192211866
979	1	0.0001191697572
980	1	0.0001191117722
981	1	0.0001190066088
982	1	0.0001189679495
983	1	0.000118849635
984	1	0.0001187355513
985	1	0.0001187071227
986	1	0.0001186740424
987	1	0.0001184185841
988	1	0.0001182452968
989	1	0.0001180640334
990	1	0.0001179524882
991	1	0.0001179088759
992	1	0.0001177832625
993	1	0.0001175562441
994	1	0.000117517491
995	1	0.0001174638309
996	1	0.0001174094493
997	1	0.0001172038644
998	1	0.000117167521
999	1	0.0001171294611
1000	1	0.0001170089073
1001	1	0.0001169095435
1002	1	0.0001168305254
1003	1	0.0001167277311
1004	1	0.0001165334897
1005	1	0.0001163878436
1006	1	0.0001163652928
1007	1	0.000116252571
1008	1	0.0001160834064
1009	1	0.0001160040075
1010	1	0.0001159762913
1011	1	0.0001159247438
1012	1	0.0001157266661
1013	1	0.0001157036551
1014	1	0.0001156237564
1015	1	0.0001155237397
1016	1	0.0001154671587
1017	1	0.0001154277232
1018	1	0.0001152477742
1019	1	0.0001151956924
1020	1	0.0001150059935
1021	1	0.000114851994
1022	1	0.0001148111236
1023	1	0.0001146777508
1024	1	0.0001145984816
1025	1	0.0001145014851
1026	1	0.0001144436582
1027	1	0.0001143379483
1028	1	0.0001142876924
1029	1	0.000114237636
1030	1	0.0001142075609
1031	1	0.0001140523789
1032	1	0.0001139408349
1033	1	0.0001139023553
1034	1	0.000113812591
1035	1	0.0001137472879
1036	1	0.0001136964344
1037	1	0.0001135161303
1038	1	0.0001135029922
1039	1	0.0001134044307
1040	1	0.0001132960941
1041	1	0.0001132672541
1042	1	0.0001131158261
1043	1	0.00011300732
1044	1	0.0001129831267
1045	1	0.0001129366428
1046	1	0.0001127630334
1047	1	0.0001127237961
1048	1	0.0001126681313
1049	1	0.0001125260521
1050	1	0.0001124469009
1051	1	0.0001124142658
1052	1	0.0001123514188
1053	1	0.0001122656357
1054	1	0.0001121463034
1055	1	0.0001121116285
1056	1	0.0001120343052
1057	1	0.0001119942136
1058	1	0.0001119623928
1059	1	0.0001117009364
1060	1	0.0001116562499
1061	1	0.0001116276423
1062	1	0.0001115911333
1063	1	0.0001115508039
1064	1	0.0001115244738
1065	1	0.0001114322563
1066	1	0.0001113974497
1067	1	0.0001113731346
1068	1	0.000111351955
1069	1	0.0001112612789
1070	1	0.0001112392229
1071	1	0.0001112121216
1072	1	0.0001111153674
1073	1	0.0001110218044
1074	1	0.0001108228669
1075	1	0.0001106820445
1076	1	0.0001106562326
1077	1	0.0001106351028
1078	1	0.0001105972472
1079	1	0.0001105405849
1080	1	0.000110384763
1081	1	0.0001102572356
1082	1	0.0001102294307
1083	1	0.0001100822284
1084	1	0.0001099876409
1085	1	0.0001099667569
1086	1	0.0001098571622
1087	1	0.0001097167833
1088	1	0.0001096399255
1089	1	0.0001095699802
1090	1	0.0001094793301
1091	1	0.0001092917013
1092	1	0.0001091305721
1093	1	0.0001090348996
1094	1	0.0001089411834
1095	1	0.0001086696444
1096	1	0.0001085946796
1097	1	0.0001085581539
1098	1	0.0001084298186
1099	1	0.0001083999029
1100	1	0.0001082313763
1101	1	0.0001081908716
1102	1	0.0001081397614
1103	1	0.000108063311
1104	1	0.000107813564
1105	1	0.0001077589233
1106	1	0.0001076404718
1107	1	0.0001074915031
1108	1	0.0001072512581
1109	1	0.0001072091092
1110	1	0.000107056103
1111	1	0.0001069910583
1112	1	0.0001069619059
1113	1	0.0001068951527
1114	1	0.0001067547986
1115	1	0.0001066555489
1116	1	0.0001065396189
1117	1	0.0001064146151
1118	1	0.0001063870666
1119	1	0.0001062597844
1120	1	0.0001062095527
1121	1	0.0001061119119
1122	1	0.0001060038373
1123	1	0.0001059856111
1124	1	0.0001059376476
1125	1	0.0001058961142
1126	1	0.0001057969128
1127	1	0.0001056965927
1128	1	0.0001056495982
1129	1	0.0001055805844
1130	1	0.0001054697369
1131	1	0.0001054097293
1132	1	0.0001053456684
1133	1	0.000105140917
1134	1	0.0001050476833
1135	1	0.0001048451339
1136	1	0.0001047474754
1137	1	0.0001046934634
1138	1	0.0001046494664
1139	1	0.0001046207468
1140	1	0.000104494397
1141	1	0.0001044027636
1142	1	0.0001043335752
1143	1	0.0001041855826
1144	1	0.0001040879161
1145	1	0.0001040640792
1146	1	0.0001040196551
1147	1	0.0001039911359
1148	1	0.0001038932999
1149	1	0.0001038522386
1150	1	0.0001037867665
1151	1	0.000103769293
1152	1	0.0001036905083
1153	1	0.0001036601692
1154	1	0.0001036178351
1155	1	0.0001035709628
1156	1	0.0001034882207
1157	1	0.0001034032104
1158	1	0.0001033623871
1159	1	0.0001031954164
1160	1	0.0001031454219
1161	1	0.0001031000005
1162	1	0.0001029422286
1163	1	0.0001029245342
1164	1	0.0001028154866
1165	1	0.0001027690855
1166	1	0.0001027289069
